title,description,directions
TITLE:  SAKETINI,"DESCRIPTION: A few of these will have you singing like Aretha Franklin, to
the tune of “Respect.” “Saketini-saketini-saketini-saketini...”

1 1/2 ounces sake 
1 1/2 ounces gin ","DIRECTIONS:  Fill cocktail shaker with ice.
 Add sake and gin.
 Shake.
 Strain into a chilled martini glass.
 Garnish with an olive."
"TITLE:  MILKY WAY MARTINI

FOR TWO","DESCRIPTION: Bob had a problem. He was thirsty, AND he had missed
dessert. Milky Way Martini to the rescue! 

6 ounces vanilla vodka
1 Milky Way candy bar
1 tablespoon sweet chocolate shavings","DIRECTIONS:  Slice Milky Way candy bar into pieces.
 Place candy bar slices in microwaveable bowl and

heat until melted.

 Fill cocktail shaker with ice.
 Add vodka.
 Shake.
 Spoon 1 teaspoon melted candy bar in bottom of

each chilled cocktail glasses.
 Strain vodka into the glasses.
 Garnish with chocolate shavings."
"TITLE:  CHOCOLATE ORANGE

DROP FOR TWO","DESCRIPTION: Overheard near the ski lodge fireplace, “Baby, this drink is
just like you, sweet, but with a kick.”

3 ounces orange vodka
1 ounce chocolate vodka
1 ounce Cointreau
1 1/2 ounces white chocolate liqueur ","DIRECTIONS:  Fill cocktail shaker with ice.
 Add vodkas, Cointreau, and white chocolate liqueur.
 Shake.
 Strain into two chilled martini glasses.
 Garnish with chocolate orange slices."
"TITLE:  WHITEOUT MARTINI

FOR TWO","DESCRIPTION: No mistake here. Make this drink for your favorite secretary.

4 ounces vanilla vodka
1 ounce white crème de cacao 
2 ounces white chocolate liqueur","DIRECTIONS:  Fill cocktail shaker with ice.
 Add vodka.
 Shake.
 Add white crème de cacao and white chocolate

liqueur.

 Swirl shaker for one minute.
 Rest shaker for one minute.
 Strain into two frounceen martini glasses.
 Dust with coconut flakes."
TITLE:  MINT PATTY MARTINI,"DESCRIPTION: All this great taste and fresh breath, too? What a country! 

3 ounces pepper vodka
2 ounces white crème de menthe
1 Starlight mint
1 ounce dark chocolate liqueur
1 tablespoon peppermint schnapps","DIRECTIONS:  Fill cocktail shaker with ice.
 Add pepper vodka, crème de menthe, and

Starlight mint.

 Let shaker stand for one minute.
 Shake.
 Add dark chocolate liqueur.
 Shake.
 Strain into two chilled martini glasses.
 Top each glass with half of the peppermint

schnapps."
TITLE:  GIMLET LIMETINI,"DESCRIPTION: Can’t get your date to pucker up? Order a couple of these,
and it’ll be next stop: Smoochville, Population: 2.

4 ounces key lime vodka
1/2 teaspoon dry vermouth
1 teaspoon bottled water
1 lime","DIRECTIONS:  Fill cocktail shaker with ice.
 Add vodka.
 Stir.
 Add vermouth and water.
 Squeeze in half of lime.
 Stir.
 Strain into a chilled martini glass.
 Garnish with lime twist."
TITLE:  LEMON DROP MARTINI,"DESCRIPTION: Lemon  Drop, Lemon  Drop, Oh  Lemon-Lemon  Drop…easy
to make and the chicks dig it.

1 1/2 ounces citrus vodka 
1 teaspoon sugar
1/4 of a lemon","DIRECTIONS:  Slice 1/4 lemon into wedges.
 Fill cocktail shaker with ice.
 Add lemon wedges.
 Add vodka and sugar.
 Shake.
 Strain into sugar-rimmed chilled martini glass.
 Garnish with a lemon twist."
TITLE:  MELONTINI,DESCRIPTION: ,"DIRECTIONS:  Fill cocktail shaker with ice.
 Add vodka, Cointreau, lime juice, and cranberry

juice.

 Shake.
 Strain into a chilled martini glass.
 Garnish with an orange slice.

 MELONTINI

Livens  up  the  traditional  gin  martini  with  a  welcomed
fruity flavor.

2 ounces gin
Dash melon liqueur 

 Fill cocktail shaker with ice.
 Add gin and melon liqueur.
 Shake.
 Strain into a chilled martini glass."
TITLE:  UPTOWN GIN MARTINI,DESCRIPTION: ,"DIRECTIONS:  Fill cocktail shaker with ice.
 Add gin, vermouth, lemonade, and water.
 Shake.
 Strain into a chilled martini glass.

 UPTOWN GIN MARTINI

You  know  those  sharp-looking  guys  at  the  corner  table,
who  always  look  like  they  have  it  all  together?  This  is
what they’re drinking.

1 1/2 ounces gin 
1/8 ounce dry vermouth
1/4 ounce olive juice
Dash Angostura bitters 

 Fill cocktail shaker with ice.
 Add gin, vermouth, olive juice, and bitters.
 Shake.
 Strain into a chilled martini glass."
TITLE:  ROSE PETAL MARTINI,"DESCRIPTION: Big  Moe  behind  the  bar  will  not  make  you  one  of  these.
Don’t ask him.

2 ounces vodka
Dash rose water ","DIRECTIONS:  Fill cocktail shaker with ice.
 Add vodka and rose water.
 Stir 10 times.
 Strain into a chilled martini glass.
 Garnish with rose petals."
TITLE:  GYPSY ,"DESCRIPTION: A drink so good, even nomads will stick around.

1 1/2 ounces sweet vermouth 
1 1/2 ounces gin ","DIRECTIONS:  Fill cocktail shaker with ice.
 Add vermouth and gin.
 Stir.
 Strain into a chilled martini glass.
 Garnish with cherry."
TITLE:  AFTERBURNER,"DESCRIPTION: Ahh...sweet mother alcohol with a healthy dose of Vitamin
C. Scurvy, begone! 

1 1/2 ounces triple sec 
3 ounces vodka
3/4 ounce grapefruit juice","DIRECTIONS:  Fill cocktail shaker with ice.
 Add triple sec, vodka, and grapefruit juice.
 Shake.
 Strain into a chilled martini glass.
 Garnish with a strawberry slice."
TITLE:  BOUNTY MARTINI,"DESCRIPTION: Please pardon the reference to a paper towel slogan, but
this drink is indeed the “quicker picker upper.” Ouch.

1 1/2 ounces red vodka 
1 1/2 ounces vanilla vodka 
2 1/4 ounces cream of coconut
Dash sugar syrup 
Six drops orange bitters","DIRECTIONS:  Muddle vodkas, cream of coconut, sugar syrup,

and bitters in cocktail shaker.

 Add ice.
 Shake.
 Strain into a chilled martini glass.
 Garnish with fresh strawberries."
TITLE:  EGG CUSTARD MARTINI,"DESCRIPTION: One word: Flan-tastic!

3 ounces vodka
1 1/2 ounces Warnicks advocaat 
3/4 ounce vanilla vodka
3/4 ounce bourbon
1/8 ounce sugar syrup","DIRECTIONS:  Fill cocktail shaker with ice.
 Add vodka, Warnicks advocaat, vanilla vodka,

bourbon, and sugar syrup.

 Stir.
 Strain into a chilled martini glass.
 Dust with nutmeg."
TITLE:  HIGH ROLLER,"DESCRIPTION: If  you  order  this  in  a  casino, the  pit  boss  comps  you  all
sorts of free stuff. Really. Give it a whirl.

1 1/2 ounces dry vermouth 
1 1/2 ounces gin 
3/4 ounce triple sec
3/4 ounce apricot brandy","DIRECTIONS:  Fill cocktail shaker with ice.
 Add vermouth, gin, triple sec, and apricot brandy.
 Stir.
 Strain into a chilled martini glass.
 Garnish with a cherry."
TITLE:  JASMINE,"DESCRIPTION: Preferably served in a magic lamp on a flying carpet.

1 1/2 ounces gin 
3/4 Campari
3/4 ounce triple sec
Dash sugar syrup ","DIRECTIONS:  Fill cocktail shaker with ice.
 Add gin, Campari, triple sec, and sugar syrup.
 Shake.
 Strain into a chilled martini glass.
 Garnish with lemon peel."
TITLE:  KNICKERBOCKER,"DESCRIPTION: Hard to get much more old school than this one. Good any-
where, but especially in a dark, wood-paneled haunt.

1 1/2 ounces gin 
1/4 teaspoon sweet vermouth
3/4 ounce dry vermouth","DIRECTIONS:  Fill cocktail shaker with ice.
 Add gin and vermouths.
 Stir.
 Strain into a chilled martini glass.
 Garnish with a lemon peel."
TITLE:  MANGOTINI,"DESCRIPTION: The  libidinous  taste  of  mango  combined  with  the  spirit-
lifting effects of vodka.

1 1/2 ounces mango vodka 
3/4 ounce triple sec
Splash mango juice ","DIRECTIONS:  Fill cocktail shaker with ice.
 Add vodka, triple sec, and mango juice.
 Shake.
 Strain into a chilled martini glass.
 Garnish with a mango slice."
TITLE:  ORANGE COSMO,"DESCRIPTION: A flavorful burst that cries for a second round.

2 ounces vodka
1 ounce Grand Marnier
1/4 ounce lime juice
1 ounce cranberry juice","DIRECTIONS:  Fill cocktail shaker with ice.
 Add vodka, Grand Marnier, and juices.
 Shake.
 Strain into a chilled martini glass.
 Garnish with an orange peel."
"TITLE:  PRINCE EDWARD 

MARTINI","DESCRIPTION: First cigars, now a martini. Are there any vices that Prince
Edward didn’t endorse? My kind of guy.

3 ounces gin
1/2 ounce Drambuie ","DIRECTIONS:  Fill cocktail shaker with ice.
 Add gin and Drambuie.
 Shake.
 Strain into a chilled martini glass.
 Garnish with a lemon twist."
"TITLE:  QUEEN ELIZABETH

MARTINI","DESCRIPTION: Royally delicious. God Save The Queen! 

3 ounces gin
1/2 ounce dry vermouth 
2 teaspoons Benedictine","DIRECTIONS:  Fill cocktail shaker with ice.
 Add gin, vermouth, and Benedictine.
 Shake.
 Strain into a chilled martini glass."
TITLE:  CHOCOLATE MARTINI,"DESCRIPTION: The  perfect  gateway  drink  for  beginning  lushes. It’s  the
candy cigarette of the alcohol world.

1 1/2 ounces vodka 
3/4 ounce white crème de cacao
Cocoa powder","DIRECTIONS:  Fill cocktail shaker with ice.
 Add vodka and crème de cacao.
 Shake.
 Strain into a cocoa powder-rimmed chilled martini

glass.

 Garnish with a chocolate kiss—tip up—in the

glass."
TITLE:  BLUE ANGEL,"DESCRIPTION: Ever wonder why those Air Force stunt pilots defy death
for  your  viewing  pleasure?  It’s  because  they  get  to  sip
these little Top Guns when they return to the hangar.

1/2 ounce blue curacao
1/2 ounce parfait amour
1/2 ounce brandy
1/2 ounce lemon juice
1/2 ounce cream","DIRECTIONS:  Fill cocktail shaker with ice.
 Add curacao, parfait amour, brandy, lemon juice,

and cream.

 Shake.
 Strain into a cocktail glass."
TITLE:  GOLDEN DREAM,"DESCRIPTION: Sip a few of these and slip into a fantastic sleep.

1 ounce Galliano
1/2 ounce triple sec
1 tablespoon orange juice
1 tablespoon light cream","DIRECTIONS:  Fill cocktail shaker with ice.
 Add Galliano, triple sec, orange juice, and cream.
 Shake.
 Strain into a cocktail glass."
TITLE:  BANANA SLIP,"DESCRIPTION: What would Freud say about this one?

1 1/2 ounces crème de banana
1 1/2 ounces Irish cream liqueur ","DIRECTIONS:  Layer crème de banana and Irish Cream in a cor-dial glass.

 CRÈME DE CACAO

NIGHTCAP

Just what a nightcap should be: sweet, silky, and smooth.
Be sure to brush before turning in.

1/4 cup cream
2 teaspoons sugar
1 tablespoon crème de cacao
10 ounces milk
4 ounces crème de cacao
2 ounces brandy
3 tablespoons sugar
Powdered cocoa

 Beat cream until whipped.
 Stir in 2 teaspoons sugar and 1 tablespoon crème

de cacao.

 Store in refrigerator.
 Heat  milk, 4 ounces  crème  de  cacao, brandy, and

sugar until hot.

 Pour into 4 small goblets.
 Top  with  whipped  cream, sugar, and  crème  de

cacao mixture.

 Sprinkle cocoa on top.
(Serves 4) "
"TITLE:  CHOCOLATE ORANGE

FRAPPE","DESCRIPTION: A sinful liquid bonbon to be indulged in slowly.

3/4 ounce crème de cacao
3/4 ounce orange juice
1 teaspoon Galliano","DIRECTIONS:  Pour crème de cacao, orange juice, and Galliano

into cocktail shaker.

 Stir without ice.
 Pour over crushed ice in deep saucer champagne

glass."
TITLE:  FOXY LADY,"DESCRIPTION: A throwback  to  the  days  of  disco  balls, satin  hot  pants,
and glitter eyeshadow. Let’s pretend it’s 1976 again.

1 ounce amaretto
1/2 ounce crème de cacao
1 ounce heavy cream","DIRECTIONS:  Fill cocktail shaker with ice.
 Add amaretto, crème de cacao, and heavy cream.
 Shake.
 Strain into a cordial glass."
TITLE:  FLYING GRASSHOPPER,"DESCRIPTION: Higher octane for high-performing grasshoppers.

3/4 ounce crème de menthe
3/4 ounce crème de cacao
3/4 ounce vodka","DIRECTIONS:  Fill cocktail shaker with ice.
 Add crème de menthe, crème de cacao, and vodka.
 Stir.
 Strain into a cordial glass."
TITLE:  CAPRI,"DESCRIPTION: A magical concoction like the dreamy island that bears its
name.

3/4 ounce crème de cacao
3/4 ounce crème de banana
3/4 ounce light cream","DIRECTIONS:  Fill cocktail shaker with ice.
 Add crème de cacao, crème de banana, and cream.
 Shake.
 Strain into a cordial glass."
TITLE:  SUISSESSE,"DESCRIPTION: A popular drink in Switzerland and France. The Swiss and
French know what time it is. Suissesse time.

1 1/2 ounces Pernod
1/2 ounce anisette
1/4 ounce cream
1/2 ounce egg white","DIRECTIONS:  Fill cocktail shaker with ice.
 Add Pernod, anisette, cream, and egg white.
 Shake.
 Strain into a chilled cocktail glass."
"TITLE:  COFFEE GRAND

MARNIER","DESCRIPTION: No better drink than this one to sip while prattling about
life’s little nuisances.

1/2 ounce coffee liqueur
1/2 ounce Grand Marnier
1/2 ounce orange juice","DIRECTIONS:  Pour coffee liqueur, Grand Marnier, and orange

juice into cocktail shaker.

 Pour over crushed ice in deep saucer champagne

glass.

 Garnish with orange slice."
TITLE:  MIXED MOCHA FRAPPE,"DESCRIPTION: All  the  taste  of  coffee  with  all  the  discernment  of  full-
bodied liqueurs.

3/4 ounce coffee liqueur
1/4 ounce white crème de menthe
1/4 ounce crème de cacao
1/4 ounce triple sec
Sugar","DIRECTIONS:  Pour coffee liqueur, crème de menthe, crème de

cacao, and triple sec into cocktail shaker.

 Stir without ice.
 Fill sugar-rimmed deep saucer champagne glass

with crushed ice.

 Pour mixture over ice."
TITLE:  SAMBUCA FRAPPE,"DESCRIPTION: Mix two and slip into something silky. Enjoy a night full of
secrets.

1 ounce sambuca
1/2 ounce coffee liqueur","DIRECTIONS:  Pour sambuca and coffee liqueur into cocktail

shaker.

 Stir without ice.
 Fill deep saucer champagne glass with crushed ice.
 Pour mixture over ice."
TITLE:  DUTCH VELVET,"DESCRIPTION: If the Dutch masters had partaken in this, they might have
discovered the beauty of velvet as a canvas.

1/2 ounce chocolate mint liqueur
1/2 ounce banana liqueur
2 ounces cream","DIRECTIONS:  Fill cocktail shaker with ice.
 Add chocolate mint liqueur, banana liqueur, and

cream.
 Shake.
 Strain into a chilled cocktail glass.
 Garnish with shaved chocolate."
TITLE:  DUTCH COFFEE,"DESCRIPTION: Don’t let the evening end without this one.

1 1/2 ounces Vandermint liqueur
Hot coffee","DIRECTIONS:  Pour Vandermint liqueur into a coffee mug.
 Add hot coffee.
 Top with whipped cream."
TITLE:  VELVET KISS,"DESCRIPTION: A kiss is just a kiss unless it’s lined with velvet.

1 ounce gin
1/2 ounce banana liqueur
1/2 ounce pineapple juice
1 ounce heavy cream","DIRECTIONS:  Fill cocktail shaker with ice.
 Add gin, banana liqueur, pineapple juice, and

heavy cream.

 Shake.
 Strain into a chilled cocktail glass.

 MILLIONAIRE’S COFFEE

Rich, just  like  the  name  suggests. A  nightcap  for  high
rollers and those who can only dream.

1/2 ounce coffee liqueur
1/2 ounce Irish cream liqueur
1/2 ounce Grand Marnier
1/2 ounce Frangelico
Hot coffee

 Pour coffee liqueur, Irish cream liqueur, Grand

Marnier, and Frangelico into a deep coffee mug.

 Add hot coffee.
 Top with whipped cream."
TITLE:  CADIZ,"DESCRIPTION: Fun fact: Cadiz, Spain is thought by many to be the oldest
city in Europe.

3/4 ounce sherry
3/4 ounce blackberry liqueur
1/2 ounce triple sec
1/2 ounce cream","DIRECTIONS:  Fill cocktail shaker with ice.
 Add sherry, blackberry liqueur, triple sec, and

cream.
 Shake.
 Strain into a chilled old-fashioned glass."
TITLE:  PEACH MELBA,"DESCRIPTION: Dessert in a glass never tasted so good. Take a pass on the
cheesecake and indulge in this.

1 ounce peach schnapps
1/2 ounce black raspberry liqueur
3 ounces cream","DIRECTIONS:  Fill cocktail shaker with ice.
 Add peach schnapps, black raspberry liqueur, and

heavy cream.

 Shake.
 Strain into a chilled old-fashioned glass.
 Garnish with a peach slice."
TITLE:  PANAMA COCKTAIL,"DESCRIPTION: Tastes  best  when  you’re  wearing  a  white  suit  and  a  big
straw hat.

1 ounce crème de cacao
1 ounce light cream
1 ounce brandy","DIRECTIONS:  Fill cocktail shaker with ice.
 Add crème de cacao, cream, and brandy.
 Shake.
 Strain into a cocktail glass.

 LOVER’S KISS

Gentlemen: Check your shirt collars for tell-tale traces of
this sweet treat. Dead giveaway.

1/2 ounce amaretto
1/2 ounce cherry brandy
1/2 ounce crème de cacao
1 ounce cream

 Fill cocktail shaker with ice.
 Add amaretto, cherry brandy, crème de cacao, and

cream.
 Shake.
 Strain into a parfait glass.
 Top with whipped cream, chocolate shavings, and

a cherry."
TITLE:  BRANDY ALEXANDER ,"DESCRIPTION: Drink  and  dessert, all  in  one  glass. The  best  of  the
Alexander family.

1/2 ounce crème de cacao
1/2 ounce brandy
1/2 ounce heavy cream","DIRECTIONS:  Fill cocktail shaker with ice.
 Add crème de cacao, brandy, and heavy cream.
 Shake.
 Strain into a cocktail glass.

 GARZA’S NIGHTCAP

Tossing and turning? Tiptoe into the kitchen and toss back
one of these hot milk treasures.

6 ounces milk
1 ounce coffee liqueur
1 teaspoon powdered sugar

 Heat milk on stove.
 Add sugar and coffee liqueur.
 Pour into a coffee mug.
 Dust with nutmeg."
TITLE:  SHERRIED COFFEE,"DESCRIPTION: A touch of sherry never hurt anyone.

1 1/4 ounces sherry
1 1/4 ounces coffee liqueur
2 teaspoons cream","DIRECTIONS:  Fill cocktail shaker with ice.
 Add sherry and coffee liqueur.
 Shake.
 Strain into a chilled old-fashioned glass.
 Float cream on top."
TITLE:  COFFEE GRASSHOPPER,"DESCRIPTION: How Jiminy Cricket ends his day.

3/4 ounce coffee liqueur
3/4 ounce white crème de menthe
3/4 ounce cream","DIRECTIONS:  Fill cocktail shaker with ice.
 Add coffee liqueur, white crème de menthe, and

cream.
 Shake.
 Strain into a chilled cocktail glass."
TITLE:  PINK ALMOND,"DESCRIPTION: Don’t reach for that pretty bowl of pastel almonds at the
next wedding reception. Choose this instead.

1/2 ounce crème de noyaux
1/2 ounce orgeat
1 ounce blended whiskey
1/2 ounce Kirsch
1/2 ounce lemon juice","DIRECTIONS:  Fill cocktail shaker with ice.
 Add crème de noyaux, orgeat, blended whiskey,

Kirsch, and lemon juice.

 Shake.
 Strain over ice in a chilled old-fashioned glass.
 Garnish with lemon slice."
